ID,SAMN03477196,SAMN10366346,SAMN04455177,SAMN04901736,SAMEA91129168,SAMN07702427,SAMN03861576,SAMN07812345,SAMEA4064249,SAMN02645730,SAMN06346037,SAMN02368524,SAMN03959556,SAMN03702093,SAMN07816686,SAMN07180545,SAMN04518085,SAMN06899404,SAMN07734921,SAMN07420420,SAMN07500625,SAMN09848253,SAMN09651392,SAMN03269463,SAMN06602845,SAMN03573394,SAMN02844541,SAMN08001085,SAMN02844446,SAMN02403422,SAMN03431311,SAMN07342214,SAMEA1572008,SAMEA2228078,SAMN07528637,SAMEA4731308,SAMN07812441,SAMN07518806,SAMN08239874,SAMN08326657,SAMN06250983,SAMN02894000,SAMN04600462,SAMN09244213,SAMN03479280,SAMN09463346,SAMN03476448,SAMN07718808,SAMEA25964668,SAMN08798105,SAMN04858548,SAMN08796047,SAMN08798113,SAMN08797637,SAMN08797658,SAMN07419683,SAMN08970397,SAMEA4969793,SAMN07455834,SAMN09914078,SAMN09650494,SAMN04883174,SAMN04576714,SAMN03359749,SAMN08114260,SAMN08967090,SAMN08828207,SAMN05875578,SAMN03798175,SAMN08522210,SAMN02345386,SAMN08773502,SAMN10079363,SAMN06333902,SAMN07551802,SAMN09476521,SAMN04933547,SAMN02844694,SAMN06957049,SAMN07342313,SAMN02767003,SAMN08275883,SAMN04363045,SAMN03098741,SAMN09681767,SAMN07274008,SAMN04600124,SAMN10134229,SAMN09377484,SAMN05201929,SAMN09474890,SAMN06090728,SAMN05894824,SAMEA3572894,SAMEA4064215,SAMN06034003,SAMN10241167,SAMN03479973,SAMN06758858,SAMEA20275918
SAMN02640855,0.0355635,0.0156919,0.0175526,0.0163531,0.0167308,0.0162193,0.0161637,0.0164371,0.020539,0.016009,0.0161416,0.0190113,0.0190993,0.018472,0.0143998,0.0143282,0.0135607,0.0141098,0.0133352,0.0150443,0.0142874,0.0140391,0.0144152,0.0140895,0.0139687,0.0136595,0.0141502,0.0133303,0.0137836,0.0142009,0.0138235,0.0167308,0.0174703,0.0156593,0.015465,0.0155403,0.0104708,0.0106845,0.012131,0.0123022,0.0123301,0.0117474,0.0115313,0.012131,0.0117338,0.011251,0.0139787,0.0121632,0.0113618,0.01163,0.0114731,0.0114776,0.0113885,0.0114196,0.0114107,0.011491,0.0114196,0.0115358,0.0115671,0.0115492,0.0114464,0.0114821,0.0114597,0.0114687,0.0114776,0.0114776,0.011603,0.0116435,0.0105048,0.0110926,0.0105902,0.0110182,0.0111849,0.0117564,0.0108919,0.0105219,0.0113086,0.0111101,0.0107017,0.0108615,0.0108052,0.0108745,0.00738046,0.000678494,0.00105035,0.00922153,0.00933778,0.00956419,0.00963752,0.010276,0.00911391,0.00901874,0.00904645,0.00942238,0.00914972,0.00994596,0.0093418,0.0089516,0.0105988,0.00946684
SAMEA2494236,0.0395389,0.0197565,0.021148,0.0206864,0.0206461,0.0203592,0.0201939,0.0204323,0.0248731,0.0198797,0.0197371,0.0230708,0.0236096,0.0223628,0.0193905,0.0193523,0.0187742,0.0204989,0.01888,0.0207066,0.0194543,0.0199123,0.0200822,0.0196403,0.0195568,0.0193206,0.019049,0.0189675,0.0190678,0.0195247,0.0191812,0.0167194,0.000554772,0.0138535,0.013719,0.013714,0.017588,0.0182767,0.0193523,0.0194288,0.0194543,0.0183986,0.018077,0.0187929,0.0192255,0.0179448,0.0206931,0.0184108,0.0178252,0.0181131,0.0179448,0.0179508,0.017861,0.017867,0.017861,0.0179807,0.0179148,0.0180228,0.0179448,0.0179088,0.0177776,0.0178193,0.0177835,0.0177954,0.0178133,0.0178193,0.0179867,0.0180348,0.0176057,0.018089,0.0172541,0.0180288,0.0181978,0.0187618,0.0180468,0.0178133,0.0184904,0.0182767,0.0177835,0.0179268,0.0179388,0.0179627,0.0180228,0.0180408,0.0183375,0.0174233,0.0183619,0.0183558,0.0184781,0.0193714,0.0184414,0.0184169,0.0185887,0.0187929,0.0186319,0.0188987,0.0187432,0.0183071,0.0196275,0.0186257
SAMN09426646,0.0352029,0.0162193,0.0169938,0.0161305,0.0166287,0.0171207,0.0171554,0.0173999,0.021196,0.0163028,0.0163586,0.0194735,0.0194927,0.018638,0.0146315,0.0134231,0.0127577,0.0130734,0.0117791,0.014135,0.0129772,0.0115806,0.012442,0.0124514,0.0123533,0.0123627,0.0121217,0.0123068,0.0118608,0.0119337,0.0128243,0.0183986,0.0192952,0.0171786,0.0169766,0.0170456,0.0126299,0.013267,0.0139687,0.0138435,0.0138585,0.0136595,0.0137886,0.0145282,0.0153417,0.0145076,0.0168619,0.0143896,0.0142823,0.0145179,0.0143384,0.0143435,0.014267,0.0142772,0.0142772,0.0143589,0.0143078,0.0144357,0.0144768,0.0144665,0.0143537,0.0143896,0.0143691,0.0143793,0.014364,0.014364,0.0145231,0.0145489,0.0136793,0.0138135,0.0133547,0.0130879,0.0142263,0.0150707,0.0139837,0.0136595,0.0144973,0.0142365,0.0135361,0.0136051,0.013615,0.0136348,0.0126111,0.0135706,0.0133157,0.0134036,0.0143742,0.0140643,0.0141199,0.0144203,0.0136397,0.0141401,0.0144819,0.0146057,0.0144562,0.0137737,0.0137488,0.014019,0.0155296,0.0144973
SAMN07719073,0.0533625,0.0406685,0.0404199,0.041031,0.0411716,0.040947,0.0408631,0.0408771,0.043179,0.0403101,0.040724,0.0425249,0.0418121,0.0419418,0.0377613,0.0386565,0.0371501,0.0371995,0.0374978,0.038891,0.0385528,0.0377235,0.0384753,0.0382824,0.0382183,0.0380779,0.03818,0.0381417,0.0384109,0.0386565,0.0382952,0.0406823,0.041412,0.0402554,0.0401053,0.0400645,0.0359285,0.0363822,0.0367576,0.0365875,0.0365996,0.0347555,0.035435,0.0354467,0.0350991,0.0352145,0.03503,0.0353303,0.0354234,0.0358221,0.0357278,0.0357395,0.0356807,0.035716,0.0356807,0.0357513,0.0357042,0.0357867,0.0355752,0.0355284,0.035669,0.035716,0.0356807,0.035622,0.0357042,0.0357042,0.0358339,0.0358693,0.0341249,0.0346873,0.0341918,0.0336389,0.03547,0.0352724,0.0345513,0.0347555,0.0344836,0.0340804,0.0342365,0.034203,0.0341361,0.0341361,0.0340249,0.0331072,0.0322806,0.0304119,0.0285514,0.0252895,0.025484,0.0261931,0.0254028,0.0259933,0.0261264,0.026235,0.0259684,0.0259105,0.0254028,0.0257868,0.0267762,0.0262266
SAMN06110578,0.0360235,0.0160035,0.0170572,0.0155727,0.0166797,0.0170976,0.0170283,0.0172599,0.0207672,0.0160807,0.0165158,0.0195696,0.0195504,0.0182706,0.0147822,0.0145592,0.0137836,0.0142314,0.0124561,0.0143844,0.0136545,0.012265,0.013541,0.0135164,0.0134476,0.00195939,0.0120573,0.0109571,0.0125029,0.0123533,0.0126583,0.0186875,0.0196275,0.0169938,0.0167991,0.0168448,0.0131361,0.0136694,0.0146315,0.014803,0.0148239,0.0145282,0.0139737,0.0145953,0.015235,0.0148605,0.0171207,0.015299,0.0143282,0.014673,0.0145025,0.0145076,0.0144357,0.0144408,0.0144408,0.0145179,0.0144819,0.0145953,0.0143691,0.0143486,0.014446,0.0144768,0.0144614,0.0144973,0.0144768,0.0144768,0.0145953,0.0146367,0.0139938,0.0138685,0.0133889,0.0139536,0.0146264,0.0154166,0.0143589,0.0140744,0.0149338,0.0146212,0.0136843,0.0138835,0.0138185,0.0138335,0.0132087,0.0140694,0.01485,0.0134574,0.0149443,0.0145385,0.0145179,0.0156756,0.0146834,0.014616,0.0147353,0.0150232,0.014673,0.0150496,0.0149759,0.0145798,0.015965,0.0149391
SAMN10253370,0.03503,0.00879843,0.00984674,0.00952357,0.0100665,0.00978087,0.00970292,0.00999575,0.0105389,0.00811043,0.00847255,0.0120757,0.0125875,0.0112643,0.0160642,0.0167081,0.0164708,0.0171438,0.0147457,0.0171902,0.0161527,0.0161527,0.0163419,0.0159925,0.0158992,0.0152297,0.0154865,0.0150813,0.0153203,0.0157082,0.0156919,0.0176175,0.0189549,0.016623,0.0164259,0.016482,0.0147041,0.0152936,0.0165158,0.0166627,0.0166967,0.015681,0.0151607,0.0157789,0.0158171,0.0152138,0.0176116,0.016009,0.0150391,0.015315,0.0151183,0.0151342,0.0150813,0.0151077,0.0150919,0.0151554,0.0150971,0.015235,0.015235,0.0151713,0.015113,0.0151289,0.0151289,0.0151183,0.0151236,0.0151183,0.015267,0.0152936,0.0149759,0.0159156,0.0151501,0.0157136,0.0154435,0.0164595,0.0153096,0.0150813,0.0159266,0.015681,0.0153096,0.0154703,0.0154703,0.0154811,0.0148187,0.0154488,0.0158772,0.0148291,0.0162304,0.016197,0.0162193,0.0169708,0.015987,0.0158007,0.015987,0.0161859,0.0160255,0.0163866,0.0162916,0.0158171,0.017289,0.0162526
SAMN10242941,0.0362981,0.0164427,0.016674,0.0170514,0.0167024,0.0166117,0.0167763,0.0169823,0.0209909,0.0164933,0.0165891,0.0199579,0.0197242,0.0189487,0.0143742,0.0148971,0.0143027,0.0144357,0.013428,0.0158827,0.0146574,0.0143844,0.0150602,0.0146989,0.0145953,0.014364,0.0145334,0.0140492,0.0141959,0.0148919,0.0146885,0.0170687,0.0180529,0.0159925,0.0158335,0.0158827,0.0119657,0.0126299,0.0133011,0.01334,0.0133742,0.0113041,0.0114731,0.0120895,0.0123906,0.0116525,0.0050358,0.00187636,0.00113187,0.000656154,0.000609093,0.000616515,0.000611567,0.000633845,0.000626416,0.000628892,0.000574504,0.000685948,0.00117535,0.00127038,0.00106051,0.00108342,0.0010656,0.00107578,0.00107069,0.00108087,0.00100973,0.000989465,0.0114419,0.0118153,0.0113885,0.0111321,0.0116796,0.012753,0.0115178,0.0111233,0.01192,0.0117972,0.0113618,0.0117202,0.0117519,0.0117609,0.0124561,0.0117519,0.0114152,0.0111849,0.0123068,0.0121863,0.0121356,0.0125264,0.0115626,0.0115761,0.0117609,0.0119428,0.0116751,0.011097,0.0110269,0.0112953,0.0131458,0.0119565
SAMN03218556,0.0355401,0.015315,0.016544,0.0156973,0.0156376,0.0157136,0.0156973,0.0158827,0.019763,0.0150549,0.0151395,0.0184597,0.0185949,0.0177241,0.0138935,0.0136892,0.0131845,0.0139486,0.0125029,0.0147822,0.0135706,0.0137289,0.0142568,0.0137936,0.0136843,0.0133254,0.0129677,0.0124654,0.0131168,0.0135952,0.0136892,0.016009,0.0172076,0.0147978,0.0146057,0.0146626,0.010352,0.0110619,0.0122882,0.0124233,0.0124561,0.0105774,0.0104283,0.0107923,0.0112201,0.010556,0.0138036,0.0113974,0.0104453,0.0107707,0.0105774,0.0105859,0.0105176,0.0105347,0.0105304,0.010603,0.0105475,0.0106287,0.0106631,0.0106159,0.0105048,0.0105389,0.0105176,0.0105347,0.0105347,0.0105347,0.0106974,0.0107319,0.00871645,0.00933376,0.00911391,0.0096661,0.00932974,0.0103013,0.00964568,0.00936996,0.00983437,0.00715278,0.00873984,0.00891615,0.0089319,0.00894371,0.0107491,0.0104453,0.0108615,0.00870477,0.0103351,0.0104113,0.0104071,0.0112643,0.0101962,0.0101375,0.0103859,0.0105945,0.0104028,0.0106416,0.0104665,0.0100582,0.0117021,0.0106416
SAMEA3639967,0.0362262,0.0169249,0.0181675,0.0170226,0.0167308,0.0165214,0.0167422,0.0170687,0.0208077,0.0162081,0.0165496,0.0194735,0.0190552,0.0187929,0.0139988,0.0155565,0.0140895,0.0147457,0.0134182,0.0162026,0.0152723,0.0150919,0.0153738,0.0149601,0.014871,0.0143537,0.0146574,0.0145076,0.0147978,0.0150391,0.0145385,0.0169938,0.0183802,0.0167365,0.0165778,0.0166061,0.0120757,0.0127293,0.0138835,0.014019,0.0140643,0.0120665,0.0115941,0.0117474,0.0114776,0.0114107,0.0124982,0.0121956,0.011251,0.0115671,0.0113573,0.0113618,0.011282,0.0112997,0.0112953,0.0113707,0.0113352,0.0114464,0.0116345,0.011621,0.0114999,0.0115044,0.0114955,0.011491,0.0115223,0.0115268,0.0116616,0.0117338,0.0101041,0.011251,0.0105645,0.0108789,0.0117021,0.0119977,0.0109484,0.0108096,0.0109354,0.0107664,0.0107319,0.0108876,0.0108832,0.0108876,0.0100498,0.00949113,0.00982613,0.00653781,0.00501338,0.00253291,0.00260529,0.00353975,0.00230938,0.00131164,0.00136078,8.11594e-05,0.00132973,0.0020051,0.00150384,0.0010987,0.00301182,0.00160342
SAMN05201783,0.0359285,0.0163419,0.0174996,0.016674,0.0172134,0.0166457,0.0167251,0.0168676,0.0214444,0.0163363,0.0165271,0.0192318,0.0199318,0.0189174,0.0149654,0.0133011,0.0133889,0.014019,0.0116165,0.0141959,0.0129868,0.0122141,0.00238356,0.000174767,8.83404e-05,0.0128529,0.0126961,0.0122326,0.0120987,0.0135558,0.0125358,0.0188302,0.0190615,0.0171322,0.0169823,0.0170111,0.013233,0.0139085,0.0148919,0.0150496,0.0150813,0.0142263,0.0141857,0.0146574,0.0155511,0.0140643,0.017196,0.0149234,0.0140441,0.014364,0.0141654,0.0141654,0.0140895,0.0141098,0.0140946,0.0141959,0.01413,0.0142467,0.0142467,0.0142518,0.0141199,0.0141452,0.0141249,0.01413,0.014135,0.01413,0.0143078,0.0143282,0.0139888,0.01413,0.0136249,0.0141553,0.014318,0.0152084,0.0137488,0.0134771,0.0143231,0.014029,0.0134378,0.0135213,0.0135656,0.0135755,0.0128005,0.0140946,0.0143947,0.0134624,0.0143947,0.0147613,0.0147874,0.0156756,0.0145953,0.014673,0.0146522,0.0149286,0.0148553,0.0149654,0.0148553,0.0145437,0.0161028,0.0149759
